ID_Estudiante,Universidad,Edad,Sexo,Semestre,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,A1_Interrupcion,A2_Desaprobados,A3_Retirados,A4,L2_Inactividad,Calidad_Percibida,Flag_Inconsistencia,Score_Critico,Score_Tecnico,Score_Participativo,Score_AMI_Global,Riesgo_Total,BC1,BC2,BC3,BC4,BT1,BT2,BT3,BT4,BP1,BP2,BP3,BP4
STU_0133,UNMSM,22,Masculino,6to,4,3,3,3,3,4,3,3,4,3,2,3,3,2,3,4,4,3,3,2,3,3,3,4,3,3,3,3,3,3,No,En dos o más cursos,"Sí, en más de una ocasión",3,Frecuentemente,3,False,3.3,2.9,3.1,3.1,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0134,UNMSM,20,Masculino,5to,4,4,4,4,4,4,3,4,3,5,4,4,5,5,5,4,4,5,4,3,4,4,3,3,3,4,4,4,4,4,No,Nunca,No,5,Nunca,3,False,3.9,4.3,3.7,3.966666666666667,0,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0135,UNFV,21,Masculino,6to,2,3,2,3,2,2,3,2,3,2,1,2,2,1,1,2,1,2,2,1,2,2,1,3,3,2,3,3,3,3,Sí,En dos o más cursos,"Sí, en más de una ocasión",1,Frecuentemente,4,False,2.4,1.5,2.5,2.1333333333333333,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0136,UNMSM,21,Masculino,5to,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,1,2,1,2,1,2,2,2,2,3,2,2,1,2,2,Sí,En dos o más cursos,"Sí, en más de una ocasión",1,Frecuentemente,2,False,1.0,1.8,2.0,1.6,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0137,UNI,21,Masculino,8vo,3,2,2,2,3,3,2,2,2,2,2,3,3,3,3,2,2,2,3,2,2,3,2,2,2,2,1,2,2,2,No,En un curso,"Sí, en un curso",3,Rara vez,1,False,2.3,2.5,2.0,2.2666666666666666,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0138,UNI,19,Femenino,7mo,4,3,4,4,4,4,4,3,4,4,3,3,3,4,3,4,3,3,3,3,4,4,3,3,4,4,3,4,4,4,No,Nunca,No,4,Nunca,4,False,3.8,3.2,3.7,3.566666666666667,0,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0139,UNMSM,21,Femenino,8vo,5,5,4,4,4,4,5,4,5,5,4,4,5,5,4,4,3,5,3,3,3,4,3,3,3,4,4,3,4,4,No,Nunca,No,5,Nunca,3,False,4.5,4.0,3.5,4.0,0,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0140,UNFV,21,Masculino,6to,3,4,2,3,3,3,3,3,3,3,2,3,3,3,4,2,4,3,2,3,3,3,2,2,3,2,1,3,3,3,No,En un curso,"Sí, en un curso",3,Rara vez,4,False,3.0,2.9,2.5,2.8,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0141,UNFV,23,Femenino,6to,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3,3,3,3,4,4,3,3,3,3,2,3,4,2,3,4,No,Nunca,No,5,Nunca,4,False,3.8,3.6,3.0,3.466666666666667,0,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0142,UNMSM,22,Masculino,8vo,3,4,4,5,4,4,3,3,4,4,2,2,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,4,4,3,No,En un curso,No,4,Nunca,2,False,3.8,2.7,3.1,3.2,0,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0143,UNI,25,Masculino,8vo,4,5,5,4,3,3,3,4,4,3,4,4,4,4,3,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,No,Nunca,No,5,Nunca,3,False,3.8,3.9,5.0,4.233333333333333,0,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0144,UNMSM,19,Femenino,5to,5,4,4,4,4,4,5,5,4,4,2,4,3,3,3,3,2,2,3,2,4,4,4,3,4,4,3,3,3,3,Sí,En dos o más cursos,"Sí, en más de una ocasión",2,Frecuentemente,3,False,4.3,2.7,3.5,3.5,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0145,UNMSM,22,Femenino,6to,3,2,3,2,2,3,3,3,2,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,3,No,En un curso,"Sí, en un curso",2,Rara vez,2,False,2.6,2.2,1.8,2.2,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0146,UNMSM,21,Femenino,6to,3,4,3,3,3,4,3,4,3,3,3,3,3,4,3,4,5,3,3,3,3,3,4,2,3,4,3,3,3,3,No,En un curso,"Sí, en más de una ocasión",2,Algunas veces,3,False,3.3,3.4,3.1,3.2666666666666666,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0147,UNI,25,Masculino,8vo,2,4,2,3,4,3,2,3,3,3,3,3,3,3,3,4,3,3,4,3,4,3,4,3,4,4,4,4,3,4,No,En dos o más cursos,"Sí, en más de una ocasión",3,Rara vez,2,False,2.9,3.2,3.7,3.2666666666666666,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0148,UNI,19,Femenino,7mo,4,4,4,4,4,4,4,5,4,4,5,4,4,3,3,5,4,4,5,5,5,4,5,5,5,4,5,5,4,5,No,Nunca,No,5,Nunca,4,False,4.1,4.2,4.7,4.333333333333333,0,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0149,UNMSM,19,Masculino,6to,5,5,5,5,4,4,5,4,5,4,4,3,4,3,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,No,En dos o más cursos,"Sí, en más de una ocasión",1,Frecuentemente,2,False,4.6,3.8,4.2,4.2,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0150,UNMSM,19,Masculino,7mo,4,5,4,4,4,4,4,4,4,4,3,3,3,4,4,4,3,3,3,3,3,4,4,4,3,4,4,3,4,3,No,En un curso,"Sí, en un curso",2,Nunca,5,False,4.1,3.3,3.6,3.6666666666666665,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0151,UNFV,16,Masculino,8vo,4,3,3,3,2,4,3,3,4,3,3,3,2,4,3,3,4,3,4,3,2,3,3,3,3,3,2,3,2,2,No,Nunca,No,4,Nunca,3,False,3.2,3.2,2.6,3.0,0,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0152,UNMSM,19,Femenino,8vo,2,2,2,3,2,2,2,2,2,2,2,3,3,3,3,4,3,2,3,3,3,3,3,4,2,4,3,3,3,4,No,En un curso,"Sí, en un curso",3,Nunca,3,False,2.1,2.9,3.2,2.7333333333333334,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0153,UNMSM,19,Femenino,5to,3,4,2,3,3,3,2,3,3,3,3,3,2,4,3,4,3,4,3,3,3,3,3,4,2,3,4,4,4,3,No,Nunca,No,4,Nunca,5,False,2.9,3.2,3.3,3.1333333333333333,0,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0154,UNI,21,Masculino,6to,3,4,3,3,3,3,4,4,3,4,3,3,3,3,4,3,4,4,4,4,3,3,3,3,3,2,2,2,3,3,No,En un curso,No,4,Nunca,3,False,3.4,3.5,2.7,3.2,0,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0155,UNFV,21,Femenino,7mo,3,3,3,4,3,2,2,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,No,En dos o más cursos,"Sí, en un curso",3,Algunas veces,2,False,2.9,2.7,2.9,2.8333333333333335,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0156,UNMSM,24,Femenino,5to,4,3,3,4,4,3,4,3,4,4,3,3,3,3,3,3,3,3,3,4,4,3,3,4,4,3,3,4,4,4,No,Nunca,No,4,Nunca,4,False,3.6,3.1,3.6,3.433333333333333,0,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0157,UNI,22,Femenino,6to,2,3,2,3,2,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,1,1,3,2,No,Nunca,"Sí, en un curso",3,Nunca,2,False,1.9,1.2,1.8,1.6333333333333333,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0158,UNI,19,Masculino,5to,2,2,3,2,3,2,2,2,3,3,2,3,3,3,3,2,3,2,2,3,3,2,3,3,3,3,3,2,2,2,No,En un curso,"Sí, en un curso",2,Frecuentemente,2,False,2.4,2.6,2.6,2.533333333333333,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0159,UNMSM,19,Masculino,8vo,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,3,4,3,3,4,4,3,3,No,Nunca,No,5,Nunca,4,False,4.1,3.9,3.3,3.7666666666666666,0,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0160,UNI,21,Femenino,6to,4,4,4,4,4,5,4,4,4,4,5,5,4,4,4,5,5,4,5,5,3,3,4,3,3,4,3,3,3,3,No,Nunca,No,5,Nunca,3,False,4.1,4.6,3.2,3.966666666666667,0,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0161,UNMSM,18,Masculino,5to,3,4,3,4,3,3,4,3,4,3,3,3,3,3,3,3,2,2,3,2,4,4,4,4,4,3,3,3,3,3,No,Nunca,"Sí, en un curso",4,Nunca,3,False,3.4,2.7,3.5,3.2,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0162,UNI,24,Femenino,5to,3,4,3,4,4,4,3,4,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,2,3,4,3,3,No,En un curso,"Sí, en un curso",3,Rara vez,3,False,3.5,2.9,2.9,3.1,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0163,UNI,23,Femenino,7mo,4,3,3,3,3,3,2,3,3,3,4,5,5,4,4,5,5,5,4,4,2,2,3,2,4,2,4,2,2,2,No,Nunca,No,5,Nunca,3,False,3.0,4.5,2.5,3.3333333333333335,0,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0164,UNI,20,Femenino,5to,2,2,2,1,1,1,2,2,1,2,2,2,3,2,3,2,2,2,2,2,3,3,2,2,2,3,2,2,1,3,No,En dos o más cursos,"Sí, en más de una ocasión",2,Frecuentemente,5,False,1.6,2.2,2.3,2.033333333333333,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0165,UNMSM,17,Femenino,6to,2,3,2,2,2,3,2,2,3,3,2,2,4,2,2,2,2,3,3,2,3,3,4,4,3,4,3,3,3,3,No,En un curso,"Sí, en un curso",3,Rara vez,4,False,2.4,2.4,3.3,2.7,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0166,UNFV,23,Masculino,6to,3,3,3,4,3,4,3,3,3,3,4,3,4,4,4,4,4,5,4,4,3,4,2,4,3,4,4,2,4,4,No,Nunca,"Sí, en un curso",4,Rara vez,4,False,3.2,4.0,3.4,3.533333333333333,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0167,UNMSM,20,Masculino,7mo,2,1,3,2,2,3,3,3,3,3,4,2,3,3,3,4,4,4,4,4,2,3,2,2,2,2,3,2,2,3,No,En un curso,"Sí, en más de una ocasión",2,Algunas veces,2,False,2.5,3.5,2.3,2.7666666666666666,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0168,UNMSM,23,Masculino,6to,5,4,3,5,4,4,4,5,5,4,2,2,2,2,3,2,2,2,3,2,2,2,2,3,3,2,2,3,3,3,No,En un curso,"Sí, en un curso",3,Algunas veces,4,False,4.3,2.2,2.5,3.0,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0169,UNMSM,17,Femenino,8vo,4,4,4,3,4,3,4,4,3,4,3,4,4,4,4,5,4,4,4,4,3,3,4,3,3,2,2,3,4,3,No,En dos o más cursos,"Sí, en más de una ocasión",2,Frecuentemente,2,False,3.7,4.0,3.0,3.566666666666667,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0170,UNI,19,Femenino,6to,4,4,4,5,4,4,5,4,4,4,5,4,5,5,4,4,4,4,4,5,5,3,3,4,3,3,4,4,4,4,Sí,En un curso,"Sí, en más de una ocasión",1,Frecuentemente,2,False,4.2,4.4,3.7,4.1,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0171,UNI,21,Femenino,6to,3,4,4,4,4,4,4,4,3,4,3,3,2,2,4,3,2,3,3,3,3,2,3,3,3,3,3,3,3,2,No,En un curso,"Sí, en un curso",2,Nunca,3,False,3.8,2.8,2.8,3.1333333333333333,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0172,UNMSM,21,Masculino,5to,2,2,3,2,2,3,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,No,En un curso,"Sí, en más de una ocasión",1,Frecuentemente,3,False,2.2,2.2,2.1,2.1666666666666665,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0173,UNI,20,Femenino,5to,1,2,1,1,2,1,2,2,1,3,1,1,2,3,1,2,1,1,2,1,1,2,2,2,1,2,2,1,1,2,Sí,En dos o más cursos,"Sí, en más de una ocasión",1,Frecuentemente,4,False,1.6,1.5,1.6,1.5666666666666667,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0174,UNMSM,22,Masculino,6to,2,3,2,3,3,3,3,3,4,2,3,2,3,2,2,2,2,4,2,2,2,2,2,2,2,2,3,1,3,2,No,En dos o más cursos,"Sí, en más de una ocasión",2,Rara vez,3,False,2.8,2.4,2.1,2.433333333333333,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0175,UNI,18,Masculino,7mo,3,3,3,3,3,2,3,4,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,3,2,3,2,3,2,Sí,En dos o más cursos,"Sí, en más de una ocasión",1,Frecuentemente,1,False,3.0,2.5,2.5,2.6666666666666665,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0176,UNMSM,20,Masculino,5to,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,4,3,3,3,3,3,2,3,3,3,3,2,No,En un curso,"Sí, en un curso",3,Rara vez,3,False,3.0,3.6,2.8,3.1333333333333333,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0177,UNI,21,Masculino,7mo,5,4,5,4,5,5,5,4,5,4,4,3,3,2,3,4,4,4,3,4,3,4,3,3,4,4,4,5,4,3,Sí,En un curso,"Sí, en un curso",3,Algunas veces,2,False,4.6,3.4,3.7,3.9,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
